transaction_id,date,transaction_type,amount,is_inflow,payment_method,status,reference_number,description,category
TRX-004884,2020-04-20,Interest Payment,50288.0,False,Check,Pending,REF-547097,Loan interest,Financial Expenses
TRX-004885,2020-04-20,Maintenance Cost,31264.7,False,Direct Debit,Pending,REF-545697,Equipment maintenance,Maintenance
TRX-004886,2020-04-20,Service Fee,51121.6,True,Cash,Pending,REF-801423,Consulting service,Operating Expenses
TRX-004887,2020-04-20,Interest Payment,28138.35,False,Cash,Pending,REF-519320,Mortgage interest,Financial Expenses
TRX-004888,2020-04-20,Salary Payment,54801.25,False,Cash,Completed,REF-876338,Bonus payment,Labor Costs
TRX-004889,2020-04-21,Equipment Purchase,36949.12,False,Cash,Failed,REF-493139,New pump installation,Capital Expenditure
TRX-004890,2020-04-21,Insurance Premium,52722.73,False,Bank Transfer,Pending,REF-853222,Liability insurance,Insurance
TRX-004891,2020-04-21,Utility Bill,70168.23,False,Bank Transfer,Failed,REF-289247,Gas bill,Operating Expenses
TRX-004892,2020-04-21,Maintenance Cost,49688.32,False,Bank Transfer,Pending,REF-391755,Emergency repair,Maintenance
TRX-004893,2020-04-21,Insurance Premium,68072.87,False,Cash,Pending,REF-283223,Liability insurance,Insurance
TRX-004894,2020-04-21,Customer Payment,6801.82,True,Check,Completed,REF-326787,Monthly water bill payment,Revenue
TRX-004895,2020-04-21,Service Fee,53240.22,True,Bank Transfer,Pending,REF-608091,Maintenance service,Operating Expenses
TRX-004896,2020-04-22,Utility Bill,86774.72,False,Cash,Failed,REF-978715,Electricity bill,Operating Expenses
TRX-004897,2020-04-22,Tax Payment,25407.71,False,Check,Completed,REF-373835,Environmental tax,Taxes
TRX-004898,2020-04-22,Maintenance Cost,29993.3,False,Credit Card,Completed,REF-297108,Preventive maintenance,Maintenance
TRX-004899,2020-04-22,Maintenance Cost,60610.19,False,Bank Transfer,Completed,REF-882556,Facility repair,Maintenance
TRX-004900,2020-04-22,Utility Bill,91640.76,False,Cash,Pending,REF-776478,Gas bill,Operating Expenses
TRX-004901,2020-04-22,Supplier Payment,83846.44,False,Cash,Failed,REF-815085,Office supplies,Operating Expenses
TRX-004902,2020-04-22,Interest Payment,41420.62,False,Direct Debit,Pending,REF-200151,Bond interest,Financial Expenses
TRX-004903,2020-04-22,Utility Bill,9108.24,False,Check,Completed,REF-630036,Gas bill,Operating Expenses
TRX-004904,2020-04-22,Equipment Purchase,965.4,False,Cash,Pending,REF-305096,Safety equipment,Capital Expenditure
TRX-004905,2020-04-22,Service Fee,90080.13,True,Check,Failed,REF-954290,Consulting service,Operating Expenses
TRX-004906,2020-04-22,Insurance Premium,34991.25,False,Cash,Failed,REF-482394,Liability insurance,Insurance
TRX-004907,2020-04-22,Interest Payment,69407.27,False,Cash,Failed,REF-443794,Credit line interest,Financial Expenses
TRX-004908,2020-04-23,Customer Payment,80692.44,True,Cash,Failed,REF-418335,Monthly water bill payment,Revenue
TRX-004909,2020-04-23,Tax Payment,91675.71,False,Direct Debit,Pending,REF-478542,Property tax,Taxes
TRX-004910,2020-04-23,Equipment Purchase,37741.3,False,Cash,Completed,REF-325582,Monitoring system,Capital Expenditure
TRX-004911,2020-04-23,Supplier Payment,94252.16,False,Cash,Completed,REF-426158,Equipment parts purchase,Operating Expenses
TRX-004912,2020-04-23,Customer Payment,54818.39,True,Bank Transfer,Completed,REF-658754,Monthly water bill payment,Revenue
TRX-004913,2020-04-23,Service Fee,81930.51,True,Credit Card,Pending,REF-233310,Training service,Operating Expenses
TRX-004914,2020-04-23,Salary Payment,31244.5,False,Bank Transfer,Failed,REF-737813,Bonus payment,Labor Costs
TRX-004915,2020-04-23,Utility Bill,57465.9,False,Bank Transfer,Failed,REF-871233,Electricity bill,Operating Expenses
TRX-004916,2020-04-23,Tax Payment,17421.55,False,Check,Completed,REF-595118,Income tax,Taxes
TRX-004917,2020-04-23,Supplier Payment,29589.68,False,Check,Failed,REF-521084,Equipment parts purchase,Operating Expenses
TRX-004918,2020-04-23,Supplier Payment,19744.52,False,Check,Failed,REF-473668,Maintenance materials,Operating Expenses
TRX-004919,2020-04-23,Customer Payment,19658.14,True,Bank Transfer,Pending,REF-334311,Monthly water bill payment,Revenue
TRX-004920,2020-04-23,Maintenance Cost,19061.95,False,Check,Completed,REF-571628,Emergency repair,Maintenance
TRX-004921,2020-04-23,Supplier Payment,53329.11,False,Bank Transfer,Failed,REF-876367,Office supplies,Operating Expenses
TRX-004922,2020-04-24,Maintenance Cost,61429.75,False,Check,Pending,REF-578799,Emergency repair,Maintenance
TRX-004923,2020-04-24,Service Fee,74168.09,True,Credit Card,Failed,REF-939091,Maintenance service,Operating Expenses
TRX-004924,2020-04-24,Maintenance Cost,32621.08,False,Bank Transfer,Failed,REF-878025,Facility repair,Maintenance
TRX-004925,2020-04-24,Supplier Payment,59803.82,False,Credit Card,Pending,REF-743694,Maintenance materials,Operating Expenses
TRX-004926,2020-04-24,Customer Payment,34190.2,True,Direct Debit,Pending,REF-817683,Monthly water bill payment,Revenue
TRX-004927,2020-04-24,Supplier Payment,93500.07,False,Bank Transfer,Pending,REF-209724,Office supplies,Operating Expenses
TRX-004928,2020-04-24,Service Fee,98222.02,True,Cash,Completed,REF-118108,Consulting service,Operating Expenses
TRX-004929,2020-04-24,Tax Payment,89527.64,False,Credit Card,Completed,REF-796415,Sales tax,Taxes
TRX-004930,2020-04-24,Supplier Payment,13486.36,False,Direct Debit,Failed,REF-248263,Office supplies,Operating Expenses
TRX-004931,2020-04-24,Salary Payment,82440.26,False,Credit Card,Failed,REF-187785,Pension contribution,Labor Costs
TRX-004932,2020-04-25,Service Fee,92794.28,True,Credit Card,Failed,REF-920158,Audit service,Operating Expenses
TRX-004933,2020-04-25,Insurance Premium,83582.25,False,Direct Debit,Completed,REF-131957,Liability insurance,Insurance
TRX-004934,2020-04-25,Interest Payment,63179.58,False,Cash,Failed,REF-190544,Loan interest,Financial Expenses
TRX-004935,2020-04-25,Insurance Premium,1211.13,False,Credit Card,Completed,REF-794208,Equipment insurance,Insurance
TRX-004936,2020-04-25,Salary Payment,49278.43,False,Cash,Failed,REF-578009,Monthly salary payment,Labor Costs
TRX-004937,2020-04-25,Salary Payment,70375.57,False,Credit Card,Completed,REF-148891,Pension contribution,Labor Costs
TRX-004938,2020-04-25,Maintenance Cost,91295.61,False,Cash,Pending,REF-745592,Emergency repair,Maintenance
TRX-004939,2020-04-25,Maintenance Cost,73528.1,False,Credit Card,Failed,REF-585575,Equipment maintenance,Maintenance
TRX-004940,2020-04-25,Equipment Purchase,14560.33,False,Bank Transfer,Pending,REF-450934,Monitoring system,Capital Expenditure
TRX-004941,2020-04-25,Customer Payment,90106.66,True,Check,Failed,REF-636576,Monthly water bill payment,Revenue
TRX-004942,2020-04-26,Tax Payment,91361.4,False,Direct Debit,Completed,REF-945166,Environmental tax,Taxes
TRX-004943,2020-04-26,Tax Payment,4487.39,False,Bank Transfer,Completed,REF-929732,Income tax,Taxes
TRX-004944,2020-04-26,Service Fee,26288.53,True,Check,Pending,REF-600281,Maintenance service,Operating Expenses
TRX-004945,2020-04-26,Service Fee,45170.4,True,Cash,Pending,REF-143681,Consulting service,Operating Expenses
TRX-004946,2020-04-26,Supplier Payment,25791.85,False,Cash,Failed,REF-712812,Maintenance materials,Operating Expenses
TRX-004947,2020-04-26,Maintenance Cost,43621.59,False,Credit Card,Completed,REF-198323,Emergency repair,Maintenance
TRX-004948,2020-04-26,Equipment Purchase,32989.97,False,Direct Debit,Completed,REF-331271,Office equipment,Capital Expenditure
TRX-004949,2020-04-27,Tax Payment,50915.05,False,Direct Debit,Failed,REF-499420,Sales tax,Taxes
TRX-004950,2020-04-27,Insurance Premium,42614.24,False,Cash,Completed,REF-177666,Liability insurance,Insurance
TRX-004951,2020-04-27,Customer Payment,38996.35,True,Direct Debit,Failed,REF-234193,Connection fee payment,Revenue
TRX-004952,2020-04-27,Customer Payment,84350.25,True,Bank Transfer,Completed,REF-938194,Connection fee payment,Revenue
TRX-004953,2020-04-27,Customer Payment,55645.66,True,Check,Pending,REF-971060,Late payment penalty,Revenue
TRX-004954,2020-04-27,Interest Payment,66574.37,False,Bank Transfer,Failed,REF-745292,Loan interest,Financial Expenses
TRX-004955,2020-04-27,Customer Payment,21510.47,True,Credit Card,Pending,REF-227143,Late payment penalty,Revenue
TRX-004956,2020-04-27,Tax Payment,85698.11,False,Cash,Pending,REF-865305,Income tax,Taxes
TRX-004957,2020-04-27,Insurance Premium,56055.94,False,Check,Pending,REF-176984,Property insurance,Insurance
TRX-004958,2020-04-27,Insurance Premium,26035.59,False,Bank Transfer,Pending,REF-344694,Equipment insurance,Insurance
TRX-004959,2020-04-27,Tax Payment,44105.93,False,Credit Card,Failed,REF-475817,Property tax,Taxes
TRX-004960,2020-04-27,Service Fee,95735.55,True,Direct Debit,Completed,REF-770674,Consulting service,Operating Expenses
TRX-004961,2020-04-27,Equipment Purchase,82025.34,False,Credit Card,Completed,REF-789447,Office equipment,Capital Expenditure
TRX-004962,2020-04-28,Tax Payment,881.87,False,Check,Failed,REF-896015,Environmental tax,Taxes
TRX-004963,2020-04-28,Tax Payment,81487.78,False,Direct Debit,Pending,REF-498456,Income tax,Taxes
TRX-004964,2020-04-28,Salary Payment,59340.82,False,Check,Failed,REF-794605,Overtime payment,Labor Costs
TRX-004965,2020-04-28,Salary Payment,87276.5,False,Cash,Completed,REF-851728,Monthly salary payment,Labor Costs
TRX-004966,2020-04-28,Supplier Payment,76037.64,False,Cash,Completed,REF-261755,Chemical supplies,Operating Expenses
TRX-004967,2020-04-28,Customer Payment,37414.31,True,Direct Debit,Failed,REF-639218,Late payment penalty,Revenue
TRX-004968,2020-04-28,Maintenance Cost,42766.68,False,Direct Debit,Pending,REF-529396,Emergency repair,Maintenance
TRX-004969,2020-04-28,Insurance Premium,50287.94,False,Direct Debit,Pending,REF-439683,Liability insurance,Insurance
TRX-004970,2020-04-28,Maintenance Cost,48015.04,False,Check,Failed,REF-441263,Emergency repair,Maintenance
TRX-004971,2020-04-28,Supplier Payment,33538.82,False,Credit Card,Pending,REF-767081,Chemical supplies,Operating Expenses
TRX-004972,2020-04-28,Interest Payment,8207.98,False,Check,Pending,REF-816889,Credit line interest,Financial Expenses
TRX-004973,2020-04-28,Salary Payment,60010.06,False,Cash,Failed,REF-752898,Pension contribution,Labor Costs
TRX-004974,2020-04-29,Interest Payment,53791.16,False,Check,Completed,REF-819146,Loan interest,Financial Expenses
TRX-004975,2020-04-29,Maintenance Cost,70604.83,False,Cash,Pending,REF-817125,Facility repair,Maintenance
TRX-004976,2020-04-29,Equipment Purchase,42911.38,False,Bank Transfer,Failed,REF-783581,New pump installation,Capital Expenditure
TRX-004977,2020-04-29,Insurance Premium,79011.9,False,Direct Debit,Pending,REF-369664,Equipment insurance,Insurance
TRX-004978,2020-04-29,Insurance Premium,22479.57,False,Direct Debit,Pending,REF-925366,Equipment insurance,Insurance
TRX-004979,2020-04-29,Equipment Purchase,7286.95,False,Direct Debit,Pending,REF-217013,Office equipment,Capital Expenditure
TRX-004980,2020-04-29,Insurance Premium,44115.91,False,Direct Debit,Completed,REF-857727,Property insurance,Insurance
TRX-004981,2020-04-29,Customer Payment,91360.14,True,Cash,Completed,REF-468010,Connection fee payment,Revenue
TRX-004982,2020-04-29,Supplier Payment,6196.45,False,Direct Debit,Completed,REF-977787,Equipment parts purchase,Operating Expenses
TRX-004983,2020-04-30,Equipment Purchase,75884.23,False,Cash,Pending,REF-783889,Monitoring system,Capital Expenditure
TRX-004984,2020-04-30,Maintenance Cost,17337.94,False,Credit Card,Completed,REF-649795,Preventive maintenance,Maintenance
TRX-004985,2020-04-30,Utility Bill,75956.52,False,Check,Failed,REF-729357,Gas bill,Operating Expenses
TRX-004986,2020-04-30,Service Fee,48011.78,True,Cash,Completed,REF-695303,Maintenance service,Operating Expenses
TRX-004987,2020-04-30,Customer Payment,43645.8,True,Bank Transfer,Failed,REF-630737,Monthly water bill payment,Revenue
TRX-004988,2020-04-30,Utility Bill,27531.97,False,Credit Card,Pending,REF-680437,Electricity bill,Operating Expenses
TRX-004989,2020-05-01,Equipment Purchase,83866.68,False,Credit Card,Pending,REF-884073,Monitoring system,Capital Expenditure
TRX-004990,2020-05-01,Tax Payment,37535.32,False,Direct Debit,Pending,REF-883150,Environmental tax,Taxes
TRX-004991,2020-05-01,Equipment Purchase,10522.25,False,Check,Pending,REF-385805,Office equipment,Capital Expenditure
TRX-004992,2020-05-01,Equipment Purchase,88087.04,False,Credit Card,Failed,REF-261733,Office equipment,Capital Expenditure
TRX-004993,2020-05-01,Service Fee,4186.2,True,Direct Debit,Pending,REF-884060,Audit service,Operating Expenses
TRX-004994,2020-05-01,Salary Payment,63335.91,False,Direct Debit,Completed,REF-150413,Bonus payment,Labor Costs
TRX-004995,2020-05-02,Maintenance Cost,39569.26,False,Cash,Failed,REF-166025,Equipment maintenance,Maintenance
TRX-004996,2020-05-02,Salary Payment,59970.15,False,Cash,Pending,REF-528624,Pension contribution,Labor Costs
TRX-004997,2020-05-02,Salary Payment,73914.7,False,Cash,Pending,REF-873705,Monthly salary payment,Labor Costs
TRX-004998,2020-05-02,Supplier Payment,17154.18,False,Check,Pending,REF-857758,Chemical supplies,Operating Expenses
TRX-004999,2020-05-02,Customer Payment,55752.57,True,Direct Debit,Pending,REF-456708,Late payment penalty,Revenue
TRX-005000,2020-05-02,Supplier Payment,54947.35,False,Credit Card,Pending,REF-291252,Office supplies,Operating Expenses
TRX-005001,2020-05-02,Insurance Premium,26056.18,False,Check,Pending,REF-600896,Equipment insurance,Insurance
TRX-005002,2020-05-02,Service Fee,28928.28,True,Bank Transfer,Pending,REF-688438,Consulting service,Operating Expenses
TRX-005003,2020-05-03,Supplier Payment,83030.59,False,Cash,Failed,REF-697182,Equipment parts purchase,Operating Expenses
TRX-005004,2020-05-03,Supplier Payment,60754.27,False,Direct Debit,Pending,REF-492843,Maintenance materials,Operating Expenses
TRX-005005,2020-05-03,Insurance Premium,6945.32,False,Check,Pending,REF-200639,Equipment insurance,Insurance
TRX-005006,2020-05-03,Salary Payment,60441.13,False,Check,Completed,REF-804836,Monthly salary payment,Labor Costs
TRX-005007,2020-05-03,Maintenance Cost,43001.46,False,Cash,Failed,REF-286481,Facility repair,Maintenance
TRX-005008,2020-05-03,Equipment Purchase,51783.19,False,Cash,Pending,REF-385331,Office equipment,Capital Expenditure
TRX-005009,2020-05-03,Equipment Purchase,44549.63,False,Direct Debit,Pending,REF-710637,New pump installation,Capital Expenditure
TRX-005010,2020-05-03,Equipment Purchase,48192.74,False,Check,Pending,REF-860515,Safety equipment,Capital Expenditure
TRX-005011,2020-05-03,Utility Bill,64899.35,False,Check,Completed,REF-903036,Phone service,Operating Expenses
TRX-005012,2020-05-03,Interest Payment,53750.64,False,Bank Transfer,Pending,REF-530468,Bond interest,Financial Expenses
TRX-005013,2020-05-03,Customer Payment,95079.87,True,Cash,Pending,REF-904972,Monthly water bill payment,Revenue
TRX-005014,2020-05-03,Utility Bill,48739.0,False,Check,Completed,REF-462570,Gas bill,Operating Expenses
TRX-005015,2020-05-04,Interest Payment,59414.86,False,Bank Transfer,Completed,REF-796244,Loan interest,Financial Expenses
TRX-005016,2020-05-04,Equipment Purchase,11068.0,False,Check,Pending,REF-576949,Monitoring system,Capital Expenditure
TRX-005017,2020-05-04,Insurance Premium,76673.33,False,Check,Completed,REF-795428,Property insurance,Insurance
TRX-005018,2020-05-04,Maintenance Cost,81882.86,False,Cash,Pending,REF-239976,Facility repair,Maintenance
TRX-005019,2020-05-04,Equipment Purchase,35304.52,False,Direct Debit,Failed,REF-453125,Office equipment,Capital Expenditure
TRX-005020,2020-05-04,Utility Bill,25530.78,False,Check,Pending,REF-779642,Phone service,Operating Expenses
TRX-005021,2020-05-04,Service Fee,30971.16,True,Cash,Pending,REF-780212,Maintenance service,Operating Expenses
TRX-005022,2020-05-04,Insurance Premium,46812.54,False,Check,Completed,REF-349338,Liability insurance,Insurance
TRX-005023,2020-05-04,Equipment Purchase,53687.03,False,Check,Failed,REF-118510,Safety equipment,Capital Expenditure
TRX-005024,2020-05-04,Insurance Premium,48649.84,False,Check,Pending,REF-479715,Property insurance,Insurance
TRX-005025,2020-05-05,Customer Payment,40937.54,True,Credit Card,Failed,REF-910981,Late payment penalty,Revenue
TRX-005026,2020-05-05,Supplier Payment,62844.18,False,Credit Card,Pending,REF-275787,Chemical supplies,Operating Expenses
TRX-005027,2020-05-05,Maintenance Cost,21419.15,False,Direct Debit,Completed,REF-415184,Equipment maintenance,Maintenance
TRX-005028,2020-05-05,Maintenance Cost,46554.9,False,Direct Debit,Failed,REF-566184,Equipment maintenance,Maintenance
TRX-005029,2020-05-05,Interest Payment,25523.09,False,Cash,Pending,REF-855356,Bond interest,Financial Expenses
TRX-005030,2020-05-05,Supplier Payment,97421.92,False,Cash,Pending,REF-848310,Maintenance materials,Operating Expenses
TRX-005031,2020-05-05,Customer Payment,57233.37,True,Cash,Failed,REF-327281,Deposit refund,Revenue
TRX-005032,2020-05-05,Equipment Purchase,93889.12,False,Direct Debit,Completed,REF-228619,Office equipment,Capital Expenditure
TRX-005033,2020-05-05,Insurance Premium,2637.29,False,Direct Debit,Completed,REF-120232,Property insurance,Insurance
TRX-005034,2020-05-05,Insurance Premium,46065.72,False,Bank Transfer,Failed,REF-987497,Property insurance,Insurance
TRX-005035,2020-05-05,Interest Payment,75822.05,False,Bank Transfer,Pending,REF-582357,Credit line interest,Financial Expenses
TRX-005036,2020-05-05,Interest Payment,57504.94,False,Cash,Pending,REF-834767,Bond interest,Financial Expenses
TRX-005037,2020-05-05,Equipment Purchase,94421.51,False,Check,Failed,REF-202620,Office equipment,Capital Expenditure
TRX-005038,2020-05-05,Salary Payment,90396.15,False,Bank Transfer,Failed,REF-936896,Bonus payment,Labor Costs
TRX-005039,2020-05-05,Utility Bill,57872.26,False,Cash,Failed,REF-544827,Phone service,Operating Expenses
TRX-005040,2020-05-06,Equipment Purchase,67717.91,False,Credit Card,Pending,REF-610454,Monitoring system,Capital Expenditure
TRX-005041,2020-05-06,Equipment Purchase,36864.64,False,Cash,Failed,REF-527314,New pump installation,Capital Expenditure
TRX-005042,2020-05-06,Interest Payment,48956.07,False,Credit Card,Completed,REF-659917,Bond interest,Financial Expenses
TRX-005043,2020-05-06,Supplier Payment,27082.05,False,Credit Card,Completed,REF-939747,Maintenance materials,Operating Expenses
TRX-005044,2020-05-06,Utility Bill,82045.26,False,Cash,Completed,REF-178025,Internet service,Operating Expenses
TRX-005045,2020-05-06,Insurance Premium,19037.2,False,Direct Debit,Pending,REF-272982,Employee insurance,Insurance
TRX-005046,2020-05-06,Insurance Premium,63561.76,False,Credit Card,Pending,REF-524871,Liability insurance,Insurance
TRX-005047,2020-05-06,Insurance Premium,31433.46,False,Direct Debit,Pending,REF-905962,Property insurance,Insurance
TRX-005048,2020-05-06,Maintenance Cost,95074.34,False,Cash,Completed,REF-305538,Equipment maintenance,Maintenance
TRX-005049,2020-05-06,Interest Payment,66452.89,False,Credit Card,Pending,REF-911785,Mortgage interest,Financial Expenses
TRX-005050,2020-05-06,Tax Payment,84363.74,False,Credit Card,Pending,REF-964406,Property tax,Taxes
TRX-005051,2020-05-07,Equipment Purchase,17493.22,False,Credit Card,Failed,REF-535243,Monitoring system,Capital Expenditure
TRX-005052,2020-05-07,Interest Payment,89702.98,False,Cash,Pending,REF-841911,Loan interest,Financial Expenses
TRX-005053,2020-05-07,Tax Payment,14234.9,False,Cash,Pending,REF-550011,Property tax,Taxes
TRX-005054,2020-05-07,Salary Payment,8937.22,False,Credit Card,Completed,REF-935467,Overtime payment,Labor Costs
TRX-005055,2020-05-07,Salary Payment,7648.33,False,Check,Completed,REF-944212,Pension contribution,Labor Costs
TRX-005056,2020-05-07,Supplier Payment,8352.58,False,Cash,Pending,REF-928079,Chemical supplies,Operating Expenses
TRX-005057,2020-05-07,Insurance Premium,84305.9,False,Check,Pending,REF-895054,Equipment insurance,Insurance
TRX-005058,2020-05-07,Maintenance Cost,45205.34,False,Check,Pending,REF-490386,Facility repair,Maintenance
TRX-005059,2020-05-07,Equipment Purchase,18168.26,False,Check,Pending,REF-180122,New pump installation,Capital Expenditure
TRX-005060,2020-05-07,Tax Payment,52125.11,False,Check,Completed,REF-324216,Environmental tax,Taxes
TRX-005061,2020-05-07,Utility Bill,92144.5,False,Cash,Completed,REF-820528,Internet service,Operating Expenses
TRX-005062,2020-05-07,Utility Bill,14524.01,False,Cash,Failed,REF-774725,Electricity bill,Operating Expenses
TRX-005063,2020-05-07,Utility Bill,69032.67,False,Direct Debit,Failed,REF-549670,Internet service,Operating Expenses
TRX-005064,2020-05-08,Maintenance Cost,53752.08,False,Direct Debit,Completed,REF-372808,Emergency repair,Maintenance
TRX-005065,2020-05-08,Salary Payment,67108.99,False,Bank Transfer,Completed,REF-373715,Overtime payment,Labor Costs
TRX-005066,2020-05-08,Equipment Purchase,19912.79,False,Check,Completed,REF-202179,New pump installation,Capital Expenditure
TRX-005067,2020-05-08,Salary Payment,18539.95,False,Cash,Completed,REF-508071,Monthly salary payment,Labor Costs
TRX-005068,2020-05-08,Tax Payment,19639.95,False,Direct Debit,Pending,REF-405219,Environmental tax,Taxes
TRX-005069,2020-05-08,Customer Payment,90802.97,True,Cash,Completed,REF-542276,Deposit refund,Revenue
TRX-005070,2020-05-09,Tax Payment,10929.9,False,Credit Card,Pending,REF-495540,Income tax,Taxes
TRX-005071,2020-05-09,Equipment Purchase,74072.21,False,Bank Transfer,Pending,REF-541521,Office equipment,Capital Expenditure
TRX-005072,2020-05-09,Supplier Payment,68935.38,False,Direct Debit,Completed,REF-198366,Office supplies,Operating Expenses
TRX-005073,2020-05-09,Maintenance Cost,14813.45,False,Cash,Failed,REF-986629,Emergency repair,Maintenance
TRX-005074,2020-05-09,Maintenance Cost,56135.32,False,Bank Transfer,Failed,REF-508872,Facility repair,Maintenance
TRX-005075,2020-05-09,Salary Payment,4567.14,False,Direct Debit,Pending,REF-786126,Bonus payment,Labor Costs
TRX-005076,2020-05-09,Maintenance Cost,79604.94,False,Cash,Pending,REF-589966,Preventive maintenance,Maintenance
TRX-005077,2020-05-09,Insurance Premium,11007.91,False,Bank Transfer,Pending,REF-138802,Equipment insurance,Insurance
TRX-005078,2020-05-09,Utility Bill,71820.61,False,Cash,Failed,REF-121425,Phone service,Operating Expenses
TRX-005079,2020-05-09,Maintenance Cost,78484.28,False,Cash,Completed,REF-691983,Emergency repair,Maintenance
TRX-005080,2020-05-09,Utility Bill,64552.78,False,Check,Completed,REF-452628,Electricity bill,Operating Expenses
TRX-005081,2020-05-10,Customer Payment,45117.79,True,Bank Transfer,Failed,REF-172510,Late payment penalty,Revenue
TRX-005082,2020-05-10,Supplier Payment,55909.46,False,Credit Card,Pending,REF-671294,Chemical supplies,Operating Expenses
TRX-005083,2020-05-10,Interest Payment,57999.76,False,Bank Transfer,Pending,REF-390740,Bond interest,Financial Expenses
TRX-005084,2020-05-10,Equipment Purchase,11874.78,False,Credit Card,Completed,REF-727427,Monitoring system,Capital Expenditure
TRX-005085,2020-05-10,Service Fee,63797.87,True,Credit Card,Pending,REF-280221,Audit service,Operating Expenses
TRX-005086,2020-05-10,Salary Payment,79609.44,False,Credit Card,Completed,REF-544012,Monthly salary payment,Labor Costs
TRX-005087,2020-05-10,Tax Payment,55085.25,False,Direct Debit,Pending,REF-931171,Sales tax,Taxes
TRX-005088,2020-05-10,Salary Payment,51488.47,False,Cash,Completed,REF-308652,Bonus payment,Labor Costs
TRX-005089,2020-05-10,Tax Payment,54569.11,False,Check,Completed,REF-815593,Property tax,Taxes
TRX-005090,2020-05-10,Equipment Purchase,525.75,False,Direct Debit,Completed,REF-942464,Safety equipment,Capital Expenditure
TRX-005091,2020-05-10,Interest Payment,85143.18,False,Check,Pending,REF-366045,Mortgage interest,Financial Expenses
TRX-005092,2020-05-10,Equipment Purchase,57433.62,False,Bank Transfer,Completed,REF-270838,New pump installation,Capital Expenditure
TRX-005093,2020-05-10,Supplier Payment,30495.39,False,Credit Card,Failed,REF-356422,Chemical supplies,Operating Expenses
TRX-005094,2020-05-10,Equipment Purchase,8769.38,False,Check,Failed,REF-765621,Office equipment,Capital Expenditure
TRX-005095,2020-05-11,Utility Bill,57861.04,False,Check,Failed,REF-575839,Electricity bill,Operating Expenses
TRX-005096,2020-05-11,Interest Payment,49328.91,False,Bank Transfer,Pending,REF-833226,Loan interest,Financial Expenses
TRX-005097,2020-05-11,Equipment Purchase,19305.33,False,Direct Debit,Failed,REF-573852,New pump installation,Capital Expenditure
TRX-005098,2020-05-11,Maintenance Cost,89335.85,False,Bank Transfer,Completed,REF-365970,Emergency repair,Maintenance
TRX-005099,2020-05-11,Supplier Payment,580.79,False,Direct Debit,Pending,REF-667143,Chemical supplies,Operating Expenses
TRX-005100,2020-05-11,Tax Payment,76100.54,False,Cash,Pending,REF-318978,Income tax,Taxes
TRX-005101,2020-05-11,Tax Payment,44876.98,False,Check,Completed,REF-892780,Environmental tax,Taxes
TRX-005102,2020-05-11,Service Fee,76420.01,True,Direct Debit,Pending,REF-799642,Audit service,Operating Expenses
TRX-005103,2020-05-11,Customer Payment,85785.09,True,Direct Debit,Pending,REF-335343,Late payment penalty,Revenue
TRX-005104,2020-05-11,Insurance Premium,32527.28,False,Direct Debit,Failed,REF-765869,Liability insurance,Insurance
TRX-005105,2020-05-11,Interest Payment,84291.58,False,Credit Card,Completed,REF-338704,Bond interest,Financial Expenses
TRX-005106,2020-05-11,Insurance Premium,17787.0,False,Direct Debit,Failed,REF-968972,Employee insurance,Insurance
TRX-005107,2020-05-11,Interest Payment,33399.77,False,Check,Pending,REF-221960,Loan interest,Financial Expenses
TRX-005108,2020-05-11,Maintenance Cost,30289.25,False,Cash,Completed,REF-715145,Preventive maintenance,Maintenance
TRX-005109,2020-05-12,Utility Bill,72563.64,False,Bank Transfer,Failed,REF-197234,Internet service,Operating Expenses
TRX-005110,2020-05-12,Equipment Purchase,38762.97,False,Check,Completed,REF-607142,New pump installation,Capital Expenditure
TRX-005111,2020-05-12,Insurance Premium,45555.91,False,Check,Failed,REF-853002,Equipment insurance,Insurance
TRX-005112,2020-05-12,Service Fee,80294.35,True,Bank Transfer,Completed,REF-212724,Consulting service,Operating Expenses
TRX-005113,2020-05-12,Insurance Premium,48463.27,False,Direct Debit,Pending,REF-421570,Employee insurance,Insurance
TRX-005114,2020-05-12,Equipment Purchase,36269.53,False,Direct Debit,Pending,REF-583744,Monitoring system,Capital Expenditure
TRX-005115,2020-05-12,Interest Payment,51222.43,False,Credit Card,Completed,REF-506219,Bond interest,Financial Expenses
TRX-005116,2020-05-12,Equipment Purchase,29674.72,False,Check,Failed,REF-125930,Monitoring system,Capital Expenditure
TRX-005117,2020-05-12,Insurance Premium,58039.0,False,Cash,Pending,REF-818569,Employee insurance,Insurance
TRX-005118,2020-05-12,Equipment Purchase,52889.63,False,Direct Debit,Completed,REF-983793,Office equipment,Capital Expenditure
TRX-005119,2020-05-12,Insurance Premium,37957.71,False,Cash,Completed,REF-781526,Employee insurance,Insurance
TRX-005120,2020-05-12,Tax Payment,6861.17,False,Credit Card,Pending,REF-919763,Environmental tax,Taxes
TRX-005121,2020-05-13,Interest Payment,62517.09,False,Direct Debit,Pending,REF-560359,Credit line interest,Financial Expenses
TRX-005122,2020-05-13,Utility Bill,46891.9,False,Cash,Failed,REF-965509,Phone service,Operating Expenses
TRX-005123,2020-05-13,Utility Bill,14517.08,False,Direct Debit,Pending,REF-717883,Gas bill,Operating Expenses
TRX-005124,2020-05-13,Interest Payment,87946.24,False,Bank Transfer,Failed,REF-923472,Loan interest,Financial Expenses
